Centroid LON,Centroid LAT,Shelf,Sector,Fig2A,Fig2B,Fig2C,Fig3A,Fig3B,Fig3C,Fig4A,Fig4B,Fig4C,Fig5A
146.8215,-17.894,3,2,0.004948467,2.049314656,0.248432966,3.571428571,1.647462696,0.275510204,4,5,1,3
146.4846,-17.1494,3,2,0.003120354,1.734803714,0.378554687,1.857142857,1.297851357,0.408163265,2,4,2,2
146.6813,-17.5662,3,2,0.011009676,2.603875047,0.238424875,2.571428571,2.151896474,0.247619048,4,5,1,3
145.8979,-17.0015,1,2,0.010342742,1.108914655,0.469489057,7.857142857,0.607845855,0.502380952,0,0,0,0
145.8996,-17.0048,1,2,0.01294604,0.728186225,0.472125574,9.857142857,0.612708192,0.526785714,0,0,0,0
145.4698,-16.0716,1,1,0.056585938,0.518686214,0.478003231,7.285714286,0.401841207,0.516955267,0,0,0,0
145.4629,-16.1083,1,1,0.192232391,0.652584566,0.521933664,9.857142857,0.547665033,0.571757315,0,0,0,0
145.4462,-16.1667,1,1,0.082700132,0.750465439,0.610096451,6,0.645497224,0.438710099,0,0,0,0
145.4858,-16.2444,1,1,0.030505047,0.798430115,0.502908137,5,0.529150262,0.479705215,0,0,0,0
146.1293,-16.5275,3,2,0.0007979,2.25159775,0.255227342,2.142857143,1.247219129,0.37244898,3,3,0,0
146.0014,-16.5676,2,2,0.003448985,2.431784694,0.342857143,1,1.154700538,0.428571429,3,5,2,2
146.0176,-16.582,2,2,0.052122069,1.122996324,0.386505446,5.571428571,0.716879546,0.56122449,0,0,0,0
146.164,-16.6089,3,2,0.003839919,1.473290748,0.217074837,1.428571429,1.268857754,0.285714286,4,5,1,0
146.0229,-16.6432,2,2,3.65E-05,2.645751311,0,0.285714286,2.645751311,0,6,6,0,0
146.2908,-17.1848,2,2,0.040238595,0.606820613,0.279940564,5.714285714,0.806484139,0.355555556,1,1,0,0
146.3683,-17.1972,2,2,0.010705116,1.502781059,0.283498677,3.142857143,0.830297501,0.338435374,1,2,1,0
146.0772,-17.2092,1,2,0.014532237,0.990289939,0.550365856,6.714285714,0.809909205,0.678353393,0,1,1,1
145.9,-17.008,1,2,0.031756287,0.610761512,0.377678786,10.71428571,0.584642974,0.498225957,0,0,0,0
146.1514,-18.0077,1,2,0.049454371,1.388878662,0.520119369,11.42857143,0.7507635,0.695565908,0,1,1,1
146.1664,-18.0259,1,2,0.040808513,1.149963149,0.571433718,10.85714286,0.789510233,0.605825334,0,0,0,0
146.1769,-18.0399,1,2,0.037029468,0.907142956,0.550191691,12.71428571,0.864827989,0.63462595,0,0,0,0
146.1998,-18.0398,1,2,0.01993407,0.814481561,0.58887694,9.571428571,0.852751412,0.600702076,0,0,0,0
145.4996,-16.298,1,1,0.049928397,0.570843684,0.464321439,6.428571429,0.652945211,0.542857143,0,0,0,0
145.4242,-16.3615,1,1,0.211886571,0.811434317,0.476591732,9.571428571,0.514871293,0.552328624,0,0,0,0
145.427,-16.4028,1,1,0.097850765,1.035343842,0.565514263,7.428571429,0.591170236,0.697356215,0,0,0,0
146.0419,-16.6236,2,2,0.006210635,1.127700236,0.330394869,2.428571429,0.976068899,0.428571429,2,3,1,1
146.0356,-16.6463,2,2,0,NaN,0,0,NaN,0,7,7,0,0
146.2521,-16.6876,3,2,0.002867052,1.579812328,0.256919445,1.857142857,1.003937023,0.357142857,3,3,0,0
146.0489,-16.6846,2,2,0.184000392,1.224593081,0.269755042,18.42857143,0.975163809,0.538041532,0,0,0,0
146.2743,-16.7272,3,2,0.004543908,2.22515995,0.178788669,3.285714286,1.78084041,0.196428571,4,4,0,0
146.0776,-17.2199,1,2,0.006345271,1.048396452,0.310783577,5.142857143,0.981437805,0.38877551,2,2,0,0
146.0917,-17.2246,1,2,0.023483012,0.898884102,0.54823558,8.857142857,0.775200957,0.656305599,0,1,1,1
146.2026,-18.0507,1,2,0.020611335,0.911262922,0.666303403,8.857142857,0.882834334,0.597222222,0,0,0,0
146.4506,-18.0786,2,2,0.082689547,1.686981302,0.412716091,11.14285714,1.25900221,0.495028781,0,1,1,1
146.2902,-18.1482,1,2,0.054389064,0.924309946,0.410339931,11.28571429,0.814859592,0.538311688,0,0,0,0
146.2672,-18.1561,1,2,0.031971321,1.140120955,0.616972159,8.714285714,0.799758093,0.673382173,0,0,0,0
145.4199,-16.4071,1,1,0.0284222,1.018012292,0.601744676,5.285714286,0.688349603,0.605952381,0,0,0,0
145.4155,-16.4474,1,1,0.136553171,0.817047529,0.559897426,7.285714286,0.369266585,0.608209647,0,0,0,0
145.419,-16.4245,1,1,0.046496662,0.841242276,0.558384417,6,0.509175077,0.656349206,0,0,0,0
145.4457,-16.4735,1,1,0.099796392,0.689487944,0.566167952,9.571428571,0.769778923,0.62755102,0,0,0,0
145.7638,-16.0067,2,1,0.002400189,1.847414939,0.057142857,0.285714286,1.707825128,0.142857143,5,5,0,0
145.6198,-16.0091,2,1,0.006438645,0.98739577,0.322651626,2.142857143,0.827311576,0.416666667,2,2,0,0
145.6351,-16.0149,2,1,0.006285102,1.139274147,0.230287949,2.142857143,0.910840068,0.380952381,2,3,1,0
145.7937,-16.0189,3,1,0.001484592,2.481337138,0.057142857,0.428571429,1.835856849,0.142857143,5,5,0,0
145.8081,-16.0192,3,1,0.00168493,2.645751311,0.057142857,0.142857143,2.645751311,0.142857143,6,6,0,0
146.3258,-16.7342,3,2,0.003082195,2.180655051,0.257147647,1.571428571,1.317397886,0.4,4,4,0,0
146.3418,-16.7539,3,2,0.000802839,2.637523192,0.2,0.571428571,1.984313483,0.285714286,5,6,1,1
146.2688,-16.7743,3,2,0.022079119,1.934609953,0.258087881,5.142857143,1.589332365,0.4,3,3,0,0
146.1808,-16.8029,2,2,0.051555074,2.2156801,0.460981211,6.857142857,1.269751361,0.438968254,1,2,1,0
146.3547,-16.8064,3,2,0.005564699,1.783707393,0.200114485,1.714285714,1.740716115,0.285714286,4,5,1,0
146.3577,-16.8577,3,2,0.003759616,1.740182049,0.200000728,1.857142857,1.657568857,0.285714286,4,5,1,0
146.1636,-18.1673,1,2,0.181449304,0.930524154,0.316813778,15.57142857,0.749715879,0.632817139,0,0,0,0
146.1451,-18.1825,1,2,0.032726315,0.978459827,0.34336244,6.857142857,0.521943262,0.650793651,0,0,0,0
146.3237,-18.2354,1,2,0.028036889,0.686608163,0.47166474,11.42857143,1.038829469,0.659624931,0,0,0,0
146.3142,-18.3476,1,2,1,0.770154034,0.540956043,27.85714286,0.629461503,0.686823494,0,0,0,0
146.3281,-18.3552,1,2,0.023234191,1.388888792,0.337528179,1.571428571,1.677923418,0.31292517,4,4,0,0
145.8077,-16.0341,3,1,0.000812227,2.645751311,0.057142857,0.142857143,2.645751311,0.142857143,6,6,0,0
145.6997,-16.0235,2,1,0.002013089,1.831295772,0.2,0.857142857,1.247219129,0.285714286,3,4,1,0
145.7095,-16.0329,2,1,0.003275184,1.791277827,0.2,1.571428571,0.962091386,0.285714286,2,3,1,0
145.647,-16.0493,2,1,0.014307459,1.349125201,0.214838295,3,0.769800359,0.304761905,2,2,0,0
145.7394,-16.0552,2,1,0.002027098,2.127009745,0.257142857,1.142857143,1.466642992,0.428571429,4,5,1,2
145.7208,-16.0797,2,1,0.003026887,1.380481666,0.257142857,1.857142857,0.575639598,0.428571429,1,2,1,0
145.756,-16.0767,2,1,0.000521216,1.924887505,0.257142857,0.857142857,1.049691313,0.428571429,3,4,1,2
145.7471,-16.0861,2,1,0.000714897,1.249928038,0.257142857,1.142857143,0.935414347,0.428571429,2,3,1,1
145.8332,-16.1041,3,1,0.011305858,2.472871586,0.213156281,1.571428571,1.59544807,0.357142857,3,3,0,0
145.3778,-14.7103,2,1,0.104288149,1.306036779,0.507779372,3.857142857,0.407968189,0.616666667,0,1,1,1
145.1659,-14.716,1,1,0.010043438,0.856773131,0.434185609,5.142857143,0.577127483,0.496428571,0,0,0,0
145.161,-14.7215,1,1,0.007895085,0.991355934,0.345959958,4.571428571,0.502921154,0.464285714,0,0,0,0
145.1869,-14.7344,1,1,0.007133517,1.045665058,0.586739964,4,0.645497224,0.56547619,0,2,2,1
145.5754,-15.2871,2,1,0.039359267,1.392432572,0.604453998,5.285714286,0.822587152,0.678571429,0,2,2,1
145.7637,-15.3129,3,1,0.003430059,2.645751311,0.057142857,0.428571429,2.645751311,0.142857143,6,6,0,0
145.6392,-15.3189,2,1,0.000830287,2.645275333,0.2,0.285714286,1.707825128,0.285714286,5,6,1,1
145.6473,-15.3309,2,1,0.000775161,2.645751311,0.057142857,0.285714286,2.645751311,0.142857143,6,6,0,0
145.7523,-15.3351,3,1,0.002578525,2.645029485,0.2,0.714285714,2.094437076,0.285714286,5,6,1,1
145.7822,-15.3633,3,1,0.011463535,2.645403335,0.2,0.428571429,1.835856849,0.285714286,5,6,1,1
143.8412,-13.9148,1,1,0.031408303,0.886582888,0.442359273,3.428571429,0.554860677,0.630952381,0,1,1,1
143.9505,-13.8968,2,1,0.164615832,0.848617778,0.57023455,14.42857143,0.513771398,0.734239915,0,1,1,1
144.7391,-14.239,2,1,0.184607182,1.040384345,0.723129973,17.14285714,0.345808232,0.81428006,0,1,1,1
144.6877,-14.2974,1,1,0.006703032,0.871973939,0.719942018,5.142857143,0.805076486,0.703296703,0,1,1,1
144.7896,-14.3095,1,1,0.035347842,1.340152111,0.656666279,6.857142857,0.665254581,0.832339089,0,1,1,1
144.8592,-14.3214,2,1,0.017922195,2.178638357,0.775170006,4.285714286,0.440958552,0.81292517,0,1,1,1
145.1995,-14.7347,1,1,0.009120159,1.206607003,0.460518847,4.285714286,0.56699337,0.608333333,0,2,2,2
145.1793,-14.7298,1,1,0.006708802,1.05202243,0.560529689,5.142857143,0.554860677,0.527380952,0,1,1,1
145.1981,-14.7213,1,1,0.005996458,0.845397405,0.387736975,4.285714286,0.793725393,0.577380952,0,1,1,1
145.2044,-14.7045,1,1,0.008592809,0.9837131,0.299173657,3.571428571,0.453137212,0.335714286,0,0,0,0
145.1932,-14.7137,1,1,0.004705494,0.764119813,0.355859186,3.428571429,0.649073414,0.504761905,0,1,1,1
145.1895,-14.7282,1,1,0.00257493,1.307591266,0.519799121,3.142857143,0.78860689,0.589285714,0,2,2,2
145.5809,-15.3582,2,1,0.029117644,1.247209842,0.544947511,3.428571429,0.691382137,0.720238095,0,2,2,1
145.7662,-15.3886,3,1,0.001074559,2.645751311,0.057142857,0.285714286,2.645751311,0.142857143,6,6,0,0
145.7661,-15.3998,3,1,0.001403342,2.645751311,0.057142857,0.285714286,2.645751311,0.142857143,6,6,0,0
145.772,-15.4102,3,1,0.00018529,2.645751311,0.057142857,0.285714286,2.645751311,0.142857143,6,6,0,0
145.5083,-15.4286,2,1,0.051067936,0.557457346,0.458664754,8.714285714,0.412233425,0.725,0,1,1,1
145.6134,-15.4284,2,1,0.00495292,1.528339907,0.057142857,1.285714286,1.469861839,0.142857143,4,4,0,0
143.8157,-13.9646,1,1,0.018531855,1.632711197,0.398548605,3,0.666666667,0.535714286,0,0,0,0
143.6143,-13.9263,1,1,0.120149732,0.619261379,0.447696908,9.285714286,0.433962523,0.746629561,0,0,0,0
143.7544,-13.9431,1,1,0.020540882,1.116822754,0.335597318,2.714285714,0.787717345,0.452380952,2,2,0,0
143.6478,-13.9497,1,1,0.084788342,0.567746424,0.447335496,8.142857143,0.249961524,0.777380952,0,0,0,0
143.8411,-13.9604,1,1,0.02775764,1.073244142,0.491106631,2.714285714,0.815930944,0.630952381,0,1,1,1
143.6824,-13.9758,1,1,0.026967492,0.570521669,0.468469775,6.142857143,0.492232802,0.785714286,0,0,0,0
144.7413,-14.3191,1,1,0.031112845,1.103079601,0.673714997,7.285714286,0.511811031,0.762528345,0,0,0,0
144.9555,-14.3288,2,1,0.049646475,1.467865096,0.579307138,4.571428571,0.533695352,0.80952381,0,1,1,1
144.7182,-14.3265,1,1,0.000692729,0.891758044,0.58124946,2.428571429,0.62252972,0.619047619,0,1,1,1
144.7079,-14.3361,1,1,0.003413057,0.893059293,0.418242789,3.714285714,0.707455367,0.705782313,0,1,1,1
144.7201,-14.3412,1,1,0.00231215,1.226470843,0.309933302,3.714285714,0.847318546,0.594104308,1,2,1,0
144.5955,-14.3349,1,1,0.004833475,0.812447071,0.303399038,4,0.816496581,0.49914966,1,2,1,1
144.5864,-14.3248,1,1,0.097576081,0.483041187,0.402721045,16.28571429,0.773224592,0.667463059,0,0,0,0
144.6506,-14.343,1,1,0.021601418,0.60531408,0.547579013,5.571428571,0.449998174,0.670238095,0,1,1,1
145.1847,-14.7177,1,1,0.006130403,0.885919427,0.436155348,4.571428571,0.678444145,0.464285714,0,0,0,0
145.2084,-14.7434,1,1,0.007756006,1.079895111,0.478297604,3.428571429,0.501156071,0.528571429,0,1,1,1
145.2762,-14.718,1,1,0.00870795,0.82579578,0.483611831,3.285714286,0.780189498,0.601190476,1,2,1,1
145.1009,-14.7314,1,1,0.009449071,0.288330208,0.325875295,5.714285714,0.374165739,0.577664399,0,0,0,0
145.0827,-14.7362,1,1,0.015600262,0.496089347,0.262019767,6,0.518187725,0.508116883,0,0,0,0
145.3553,-14.7629,1,1,0.034742392,1.111077816,0.569546318,4,0.478713554,0.696258503,0,1,1,1
145.6585,-15.4302,2,1,0.000220618,2.645751311,0.057142857,0.142857143,2.645751311,0.142857143,6,6,0,0
145.8,-15.4347,3,1,0.013699725,2.645751311,0.057142857,0.428571429,2.645751311,0.142857143,6,6,0,0
145.6768,-15.4615,2,1,0.005750403,2.645751311,0.057142857,0.285714286,2.645751311,0.142857143,6,6,0,0
145.6544,-15.484,2,1,0.002595474,2.645751311,0.057142857,0.285714286,2.645751311,0.142857143,6,6,0,0
145.5025,-15.4856,2,1,0.017075426,1.098464406,0.635980383,5.571428571,0.42546593,0.744897959,0,3,3,1
145.805,-15.4888,3,1,0.012982266,2.645751311,0.057142857,0.428571429,2.645751311,0.142857143,6,6,0,0
144.0912,-13.5396,3,1,0.00334422,2.643711715,0.3383528,10,1.38443731,0.408163265,4,5,1,1
144.0993,-13.5917,3,1,0.001486979,2.644330805,0.33944992,2.428571429,2.124444428,0.397959184,4,5,1,1
144.0957,-13.6004,3,1,0.008061994,2.645702866,0.341771905,3.142857143,1.497242645,0.392857143,4,5,1,1
144.1037,-13.6257,3,1,0.014759408,2.645667007,0.342828236,4.571428571,1.606768723,0.421052632,4,5,1,1
144.1073,-13.6457,3,1,0.000798506,2.644038133,0.199915638,0.714285714,1.754992877,0.238095238,5,5,0,0
144.7568,-14.3594,1,1,0.038521047,0.777721757,0.336210891,7.857142857,0.424848053,0.622474747,0,0,0,0
144.961,-14.3749,2,1,0.033094417,1.144957129,0.604556546,6,0.673575314,0.782467532,0,1,1,1
144.9506,-14.4134,2,1,0.150086081,0.632501123,0.518460284,10.14285714,0.667294553,0.77566719,0,1,1,1
145.0872,-14.7805,1,1,0.030622085,0.860178418,0.463857718,10.14285714,0.467413276,0.559446506,0,0,0,0
145.3155,-14.7868,1,1,0.007856409,1.345748936,0.474264732,3.428571429,0.769048233,0.682539683,0,2,2,1
145.3444,-14.7864,1,1,0.008815796,0.812996696,0.500340904,3.571428571,0.755777745,0.722222222,0,2,2,1
145.1401,-14.7881,1,1,0.00618251,0.590736292,0.110941099,5,0.516397779,0.491496599,0,0,0,0
145.1359,-14.7983,1,1,0.006599555,0.795053662,0.348881846,5.857142857,0.785047656,0.497619048,0,0,0,0
145.2834,-14.8171,1,1,0.008658096,0.759649261,0.528555206,4.285714286,0.461077643,0.616666667,0,2,2,2
145.1816,-14.8162,1,1,0.006203741,1.270017125,0.51737961,6,0.680413817,0.662956092,0,1,1,1
145.1894,-14.8225,1,1,0.008385251,1.018028052,0.378153414,6.428571429,0.739814235,0.533333333,0,0,0,0
145.3281,-15.5045,1,1,0.020935183,0.440615554,0.535105647,8.285714286,0.581795436,0.651927438,0,0,0,0
145.3525,-15.5346,1,1,0.01313555,0.647787836,0.348273672,5.571428571,0.781385453,0.59047619,0,0,0,0
145.3026,-15.5462,1,1,0.033641034,1.042378481,0.357481382,10.28571429,0.595928832,0.657919255,0,0,0,0
145.3293,-15.6015,1,1,0.029507329,0.965924148,0.40254839,7.571428571,0.930350044,0.5045105,0,1,1,1
145.3195,-15.6125,1,1,0.092598642,0.5735917,0.278687444,10.71428571,0.708174492,0.477725449,0,0,0,0
145.4483,-15.6247,2,1,0.003610987,0.819249273,0.402603049,2,0.707106781,0.457142857,0,1,1,1
145.4296,-15.6405,2,1,0.014824573,1.001441391,0.237155737,3.571428571,0.57965507,0.488095238,0,1,1,1
145.319,-15.6438,1,1,0.089813061,0.608142339,0.292359864,10.14285714,0.62724832,0.55010352,0,0,0,0
145.3533,-15.7097,1,1,0.167651208,1.358541906,0.347302291,12.42857143,0.628165564,0.563710099,0,0,0,0
144.1688,-13.6756,3,1,0.007105725,2.644515586,0.342823745,4.428571429,1.733752184,0.414965986,4,5,1,1
144.2368,-13.7365,3,1,0.001660343,2.219953985,0.485666198,5.428571429,1.414376782,0.552380952,2,4,2,2
144.2673,-13.78,3,1,0.002515289,2.185808414,0.341976947,3.142857143,1.840955854,0.419642857,3,4,1,1
144.8896,-14.4254,1,1,0.029672204,0.688715383,0.409678638,4.714285714,0.667584309,0.536848073,1,1,0,0
144.8118,-14.4322,1,1,0.01508968,1.122943179,0.650942955,3.428571429,0.691382137,0.829761905,0,2,2,2
145.2729,-14.8505,1,1,0.010666774,0.732514669,0.54511291,5.428571429,0.600284635,0.583333333,0,1,1,1
145.4798,-14.8544,2,1,0.029585032,2.045915132,0.314792363,3.285714286,1.020273386,0.511904762,2,3,1,0
145.5277,-14.8644,2,1,0.002871324,2.012697079,0.342828074,1.285714286,1.247219129,0.380952381,4,5,1,1
145.4889,-14.8695,2,1,0.000684848,2.185410027,0.174430208,1,1.290994449,0.214285714,4,4,0,0
145.5159,-14.9167,2,1,0.002859116,2.245116736,0.220130538,0.857142857,1.247219129,0.357142857,4,5,1,1
145.4779,-14.8946,2,1,0.01868,2.12715978,0.225874899,2.142857143,0.987327106,0.285714286,2,2,0,0
143.5318,-13.3145,1,1,0.224146921,0.603285228,0.373220907,14,0.461069446,0.767051996,0,0,0,0
143.5393,-13.2824,1,1,0.034566786,0.690667237,0.496311932,5.142857143,0.649073414,0.695609153,0,0,0,0
143.5961,-13.2756,1,1,0.010291188,0.879459312,0.499051648,2.714285714,0.278500138,0.773809524,0,1,1,1
143.6731,-13.3083,1,1,0.004811899,1.480668457,0.628571429,1.714285714,0.731247032,0.714285714,1,5,4,2
143.8903,-13.3158,2,1,0.005398237,2.645729027,0.328387538,4,1.322875656,0.416666667,4,5,1,1
144.0271,-13.8563,2,1,0.025418514,0.866972343,0.558258085,8.285714286,0.622124778,0.695851371,0,1,1,1
144.1354,-13.856,2,1,0.017377383,1.517666893,0.575799641,5.428571429,1.099399652,0.787012987,1,3,2,2
144.0786,-13.8537,2,1,0.050853549,1.381999881,0.628123132,7.428571429,0.575639598,0.752040816,0,2,2,2
144.3115,-13.8651,3,1,0.270209663,1.246869416,0.525234367,11.57142857,1.371741427,0.645492189,1,2,1,1
144.9582,-14.4572,2,1,0.043009993,0.600185397,0.523590193,6.142857143,0.858472447,0.617857143,1,1,0,0
144.6347,-14.4504,1,1,0.284549335,0.549218454,0.391031087,16.28571429,0.529062036,0.687592613,0,0,0,0
144.8932,-14.4631,1,1,0.007333095,0.81035561,0.63390914,2.285714286,0.416145507,0.857142857,0,2,2,1
144.7535,-14.4755,1,1,0.007404919,1.463094931,0.368147034,3.142857143,0.889175803,0.547619048,0,1,1,1
144.698,-14.4744,1,1,0.013426577,0.844230351,0.391201162,3.714285714,0.690167632,0.505952381,0,0,0,0
145.4877,-14.9386,2,1,0.093099281,2.163961242,0.144974612,2.714285714,0.787717345,0.345238095,1,1,0,0
145.3381,-14.9418,1,1,0.006488578,0.657797414,0.65289064,4.428571429,0.519144417,0.62414966,0,1,1,1
145.3342,-14.9484,1,1,0.009694976,0.700287768,0.575842695,5,0.326598632,0.54047619,0,0,0,0
145.5886,-14.5476,3,1,2.47E-07,1.482470892,0.339177752,2.714285714,1.357241785,0.392857143,4,5,1,1
145.6234,-14.5999,3,1,1.36E-07,1.910951779,0.342857143,2.428571429,1.661699634,0.428571429,3,5,2,2
145.6463,-14.6438,3,1,1.68E-07,1.955312057,0.478823256,2.428571429,1.185261275,0.551020408,3,5,2,2
145.65,-14.6648,3,1,1.20E-08,1.715961355,0.329231755,1,1.414213562,0.380952381,4,5,1,1
143.9707,-13.3239,3,1,1.01E-05,2.124223281,0.393860045,6.714285714,1.366955734,0.340277778,4,5,1,0
143.9509,-13.3082,3,1,2.95E-07,2.34100852,0.422017699,2.142857143,1.436559676,0.380952381,4,6,2,0
143.5573,-13.3301,1,1,0.059982476,0.699002167,0.429690158,6.428571429,0.574062127,0.716326531,0,0,0,0
143.7246,-13.3279,2,1,0.003598656,1.092650038,0.268328196,1.857142857,0.788226982,0.488095238,1,2,1,1
143.6007,-13.3266,1,1,0.014973054,0.946423837,0.257481075,4.571428571,0.590451363,0.514285714,1,1,0,0
143.5728,-13.3516,1,1,0.024789433,0.921819448,0.362143544,4.142857143,0.427919781,0.652380952,0,1,1,1
144.0631,-13.9087,2,1,0.003917448,1.246015773,0.197880852,1.857142857,1.003937023,0.266666667,2,2,0,0
144.3564,-13.921,3,1,0.034449729,1.267020297,0.513462615,5.428571429,1.711133495,0.73992674,1,2,1,1
144.3495,-13.9465,3,1,0.032971816,1.166966096,0.327853345,3,1.088662108,0.552380952,2,2,0,0
144.4014,-13.9528,3,1,0.071796892,1.149999238,0.380636157,7.857142857,1.404675389,0.584101382,2,2,0,0
144.4545,-13.9773,3,1,0.024359716,0.985429234,0.431482729,4.428571429,1.127956477,0.515306122,2,2,0,0
144.5744,-13.9619,3,1,0.008268718,1.718477396,0.2,1.428571429,1.50443788,0.285714286,4,5,1,1
144.5521,-13.9759,3,1,0.000735252,1.901371331,0.342857143,1.142857143,1.280868846,0.428571429,3,5,2,2
144.6431,-14.4741,1,1,0.020587394,1.116409131,0.263155493,6.571428571,0.588430784,0.529962894,1,1,0,0
144.6376,-14.479,1,1,0.014331354,1.120275932,0.298962482,3.714285714,0.635488909,0.465986395,1,1,0,0
144.958,-14.4774,1,1,0.0060584,1.039572876,0.594382769,3,0.608580619,0.55952381,1,1,0,0
145.0025,-14.2332,3,1,0.019669405,1.422886399,0.706962276,3.714285714,0.690167632,0.810714286,1,5,4,4
145.0675,-14.2701,3,1,0.051188257,1.400677255,0.708774183,9.714285714,0.77197712,0.81609462,0,0,0,0
145.165,-14.2891,3,1,0.008437474,1.367674063,0.700523377,3.142857143,1.265128833,0.833333333,0,2,2,2
145.182,-14.3132,3,1,0.002062236,1.685757714,0.349985996,1.142857143,1.063112569,0.380952381,3,4,1,0
145.5388,-14.7072,2,1,0.004133594,2.645751311,0.057142857,0.142857143,2.645751311,0.142857143,6,6,0,0
145.5825,-14.7314,2,1,0.002571684,2.645751311,0.057142857,0.285714286,2.645751311,0.142857143,6,6,0,0
145.5108,-14.745,2,1,0.001108164,2.574594812,0.2,0.714285714,1.331665624,0.285714286,4,5,1,1
145.5309,-14.7826,2,1,0.010116304,2.214235851,0.439605484,2.285714286,1.001301237,0.523809524,3,5,2,3
145.5866,-14.7897,2,1,0.004328819,2.644728788,0.2,0.714285714,1.754992877,0.285714286,5,6,1,1
143.7785,-13.3303,2,1,0.047705221,1.726390793,0.601929104,8.285714286,1.032853123,0.713492063,0,1,1,1
143.9619,-13.3671,3,1,1.47E-05,2.604505836,0.342857143,2.285714286,1.61172462,0.428571429,4,6,2,2
143.5992,-13.3688,1,1,0.014335525,0.728465273,0.287794729,3.857142857,0.676538704,0.547619048,1,1,0,0
143.5974,-13.3826,1,1,0.015759801,0.871964827,0.440474754,4.714285714,0.515448518,0.657142857,0,1,1,1
143.6101,-13.4009,1,1,0.007896448,0.778969353,0.330300713,3.285714286,0.873541633,0.563492063,1,2,1,0
143.6049,-13.4086,1,1,0.010420264,0.977787141,0.440570553,3.142857143,0.428013542,0.597619048,0,1,1,1
144.5199,-13.9835,3,1,0.018336751,1.081916956,0.452115259,4.714285714,1.19187639,0.470238095,2,2,0,0
143.6184,-13.5172,1,1,0.010322382,1.183859823,0.609058436,6.857142857,1.10239638,0.674356699,0,1,1,1
143.6041,-13.5427,1,1,0.028883237,0.951003369,0.436244556,7.285714286,0.647256852,0.695039683,0,0,0,0
143.8059,-13.4605,2,1,0.001845067,2.069254744,0.61295246,2.285714286,0.86452058,0.547619048,1,3,2,0
144.1101,-13.6572,3,1,0.00083227,2.643785684,0.342786575,1.142857143,1.631397663,0.4,4,5,1,1
143.6864,-14.0297,1,1,0.118859209,0.625698908,0.433021103,12.71428571,0.509142935,0.754277405,0,0,0,0
143.8222,-14.0135,1,1,0.012278629,0.504310456,0.456684257,3.428571429,0.649073414,0.666666667,0,1,1,1
145.2378,-14.3144,3,1,0.009118599,2.624787223,0.540975353,4.571428571,1.142656581,0.737414966,1,2,1,0
145.2352,-14.329,3,1,0.000716741,2.072983839,0.202554527,0.571428571,1.984313483,0.238095238,5,6,1,0
145.2772,-14.3433,3,1,0.002816803,2.615208794,0.641626999,2.571428571,0.668208095,0.69047619,1,2,1,1
145.3471,-14.3793,3,1,0.008262887,2.629381958,0.368410615,5.428571429,1.089062555,0.457142857,2,2,0,0
145.0176,-14.3639,2,1,0.012661006,1.36360646,0.707363371,4.285714286,0.480354807,0.68452381,0,2,2,1
145.035,-14.3983,2,1,0.009107437,1.741403277,0.342857143,2.142857143,0.827311576,0.428571429,2,4,2,1
145.6902,-14.812,3,1,0.029205863,2.645185868,0.510880935,3.285714286,1.213762708,0.642857143,2,4,2,2
145.5236,-14.8244,2,1,0.004339113,2.203172328,0.34031542,1.571428571,1.317397886,0.380952381,4,5,1,1
145.5207,-14.8117,2,1,0.005654233,2.275521589,0.47715139,2,1,0.5,3,5,2,3
143.7052,-13.3799,1,1,0.011244054,1.514662375,0.567901794,3.714285714,0.532012665,0.655102041,0,2,2,2
143.7498,-13.4168,2,1,0.021615049,0.798854245,0.57498972,11.42857143,0.980699155,0.785551541,0,1,1,1
143.9742,-13.3999,3,1,0.000225514,2.636588224,0.442631569,5.428571429,1.239638496,0.492063492,3,5,2,0
143.976,-13.4245,3,1,1.08E-08,2.114522674,0.284536854,2,2.061552813,0.238095238,5,6,1,1
143.978,-14.0047,2,1,0.054475208,0.760748187,0.477693949,8.714285714,0.890643331,0.554545455,1,2,1,1
143.9353,-14.0523,1,1,0.002162263,1.626441617,0.320097858,3.571428571,0.85322916,0.375,2,3,1,0
143.9319,-14.0595,1,1,0.006684267,1.903890588,0.400376942,3.857142857,0.986418981,0.418367347,2,3,1,0
143.8589,-14.0637,1,1,0.005712613,0.835388976,0.213269834,4.714285714,0.608832047,0.43877551,0,0,0,0
143.9259,-14.0664,1,1,0.01183255,1.870397529,0.375958878,4.142857143,0.863906088,0.405895692,1,2,1,0
145.0888,-14.4094,2,1,0.078564733,0.943619903,0.57694993,8.428571429,0.596600539,0.715742661,0,1,1,1
145.3224,-14.4191,3,1,0.012300826,2.382361572,0.411548445,2.428571429,0.666378254,0.535714286,1,2,1,0
145.044,-14.4436,2,1,0.008571599,1.053976406,0.405999616,2.142857143,1.12480451,0.566666667,2,3,1,1
145.4104,-14.4448,3,1,6.64E-07,2.373488346,0.426511054,1.428571429,1.132843031,0.523809524,3,5,2,2
145.6188,-14.8409,2,1,0.021519262,2.645466269,0.342703801,1.285714286,1.469861839,0.392857143,4,5,1,2
145.557,-14.883,2,1,0.000159262,2.606179915,0.342857143,0.571428571,1.376892637,0.428571429,4,6,2,4
145.6904,-14.92,3,1,2.13E-07,2.645751311,0.142857143,0.142857143,2.645751311,0.142857143,6,7,1,2
